data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5546320,804,UKR22104,22104,"27 June 2019",2019,1,Riots,"Mob violence","Rioters (Ukraine)",,5,"Civilians (Ukraine)","Journalists (Ukraine); Stop Corruption",7,57,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Stop Corruption; Ukrayinska Pravda; Novoye Vremya Ukraine",National,"On 27 June, a group of about 30 people encircled Stop Corruption journalists and rammed their car into the journalists' car in Odessa where the crew was investigating the activity of a judge. The car was damaged, no injuries were reported. [size=about 30]",0,1562095081,UKR
5546157,804,UKR21941,21941,"24 June 2019",2019,1,Protests,"Protest with intervention","Protesters (Ukraine)",,6,"Rioters (Ukraine)","Labour Group (Ukraine)",5,56,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,Segodnya,National,"On 24 June, people blocked several roads in Odessa, letting only passengers cars through and demanding that trucks weighing more than 10 tons do not use these roads as it leads to their destruction. Some truck drivers scuffled with the protesters. [size=no report]",0,1562095080,UKR
5534827,804,UKR21184,,"28 May 2019",2019,1,Riots,"Mob violence","Rioters (Ukraine)",,5,"Civilians (Ukraine)","Labour Group (Ukraine)",7,57,Europe,Ukraine,Lviv,"Lviv Municipality",,Lviv,49.8407,24.0305,1,"Lvivskyi Portal",Subnational,"On 28 May, unidentified individuals set fire to a branch office of the largest Russian private bank in Lviv. The building was partially damaged but no one was injured.",0,1561482244,UKR
5539326,804,UKR20576,20576,"27 May 2019",2019,1,Riots,"Mob violence","Rioters (Ukraine)","Prisoners (Ukraine)",5,"Military Forces of Ukraine (2014-) National Guard","Police Forces of Ukraine (2014-) Prison Guards; Civilians (Ukraine)",1,15,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Dumskaya; One Plus One; Liveuamap; AP; Bykvu; AFP; Novyny; RFE/RL",Other-Subnational,"On 27 May, between 100 and 500 prisoners rioted in an Odessa penal colony because of bad living conditions, searches in cells and mass beatings. The rioters set fire to a guard room and a car and barricaded themselves after taking three guards and three medical workers hostage. Several hundred National Guard officers were deployed to suppress the riot, about 15 prison employees and law enforcers were injured. [size=100-500]",0,1561483073,UKR
5545886,300,GRC762,762,"21 May 2019",2019,1,Riots,"Mob violence","Rioters (Greece)","Far Left Group (Greece)",5,,,0,50,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,Ekathimerini,National,"On 21 May, supporters of Dimitris Koufodinas damaged two bank ATMs in the northern suburb of Aghia Paraskevi and in Kypseli in what is being treated as part of a string of violent incidents sparked by the rejection of the jailed November 17 hitman's furlough request and his decision to go on hunger strike. [size=no report]",0,1562095080,GRC
5545879,300,GRC754,754,"20 May 2019",2019,1,Riots,"Violent demonstration","Rioters (Greece)","Far Left Group (Greece)",5,"Civilians (Greece)","ND: New Democracy; Police Forces of Greece (2015-)",7,57,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"AMNA; To Vima; Ekathimerini",National,"On 20 May, ahead of the Supreme Court convening the following day regarding the furlough of hunger-striking Dimitris Koufodinas, his supporters targeted campaign offices of opposition party New Democracy in Alimos and in Nea Ionia in Athens breaking windows and setting them on fire with homemade explosive devices; they also smashed ATMs and later in the day set off from three university campuses to move dumpsters on Patission street in central Athens to set them on fire. The most serious incident occurred at the Athens University of Economics and Business involving 20 hooded individuals. Police detained 20 people that were released later except for two migrants that were arrested for not having the necessary permits to be in the country. No injuries were reported. [size=at least 20]",0,1562095080,GRC
5192425,300,GRC747,747,"18 May 2019",2019,1,Riots,"Mob violence","Rioters (Greece)",,5,"Police Forces of Greece (2015-) Units for the Reinstatement of Order",,1,15,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"To Vima",National,"On 18 May, in the early hours, hooded assailants launched consecutive attacks with Molotov cocktails in various areas in Attica where MAT riot police units were stationed. Initially, there were two attacks in Exarchia setting a car ablaze, followed by attacks in another 11 areas setting fires in garbage collection bins and setting one more car ablaze. According to police reports, there were no injuries and no detentions or arrests. [size=no report]",0,1558455859,GRC
5192404,300,GRC726,726,"13 May 2019",2019,1,Riots,"Mob violence","Rioters (Greece)",,5,"Civilians (Greece)","SYRIZA: Coalition of the Radical Left",7,57,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"To Vima",National,"On 13 May, supporters of Dimitris Koufodinas targeted the central offices of SYRIZA and another five SYRIZA offices in western Athens causing material damage and splashing paint. On the same day, they rallied in front of the Acropolis museum and unfurled a banner demonstrating against the rejection of a seventh furlough for the jailed hitman of the now defunct group November 17, who is on hunger strike. [size=no report]",0,1558455859,GRC
5180699,300,GRC722,722,"10 May 2019",2019,1,Riots,"Mob violence","Rioters (Greece)",,5,"Civilians (Greece)",,7,57,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,3,"To Vima",National,"On 10 May, unidentified assailants vandalised the campaign offices in various Attica locations [unspecified, coded to Athens] of the ""New Beginning in Attica"" candidate mayor for Athens. [size=no report]",0,1557848407,GRC
5211270,804,UKR20532,20532,"07 May 2019",2019,1,Riots,"Mob violence","Rioters (Ukraine)",,5,"Civilians (Ukraine)","Journalists (Ukraine)",7,57,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Human Rights Information Centre",National,"On 7 May, unidentified individuals poured a bucket of raw sewage on a local journalist in Odessa after she wrote critically about construction on the territory of an open-air theatre.",0,1559689850,UKR
5142171,804,UKR18867,18867,"19 April 2019",2019,1,Protests,"Protest with intervention","Protesters (Ukraine)",,6,"Protesters (Ukraine)","BPP-S: Petro Poroshenko Bloc-Solidarity; Police Forces of Ukraine (2014-)",6,66,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Liveuamap; Bykvu",Other-National,"On 19 April, a group of deputies of the Petro Poroshenko Bloc supported a demonstration of activists against the use of an open-air theatre for concerts in Odessa. Another group of people poured a bucket of raw sewage on the deputies. Two people were arrested. [size=no report]",0,1556032413,UKR
5538601,804,UKR17990,17990,"30 March 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Ukraine)",,3,"Civilians (Ukraine)","Military Forces of Ukraine (2014-) National Guard",7,37,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"5 Kanal; Liveuamap; Ministry of Internal Affairs of Ukraine",Other-National,"On 30 March, after a car hit three National Guard soldiers in Odessa, killing one of them and severely wounding the other two, an unidentified man approached the victims and started beating them [fatality not coded being a result of a road accident].",0,1561483066,UKR
5535459,112,BLR146,146,"24 March 2019",2019,1,Protests,"Protest with intervention","Protesters (Belarus)","BCD: Belarusian Christian Democracy; MF: Young Front",6,"Police Forces of Belarus (1994-)",,1,16,Europe,Belarus,Minsk,"City of Minsk",,Minsk,53.9,27.5667,1,"RFE/RL; AP; Viasna; Svaboda.org",National-International,"On 24 March, a commemoration rally of about 2000 people [size=2000] took place in Minsk's Kyiv Square to celebrate the 101st anniversary of the Belarusian People's Republic. Zmitser Dashkevich of the Young Front was arrested after an anti-governmental speech, while a political activist Natalya Basalyga and a BCD member Vitaly Rymashevsky were arrested during the rally.",0,1561483030,BLR
5081656,300,GRC608,608,"20 March 2019",2019,1,"Violence against civilians",Attack,"Police Forces of Greece (2015-)",,1,"Civilians (Guinea)","Refugees/IDPs (Guinea)",7,17,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"To Pontiki",National,"On 20 March, police in Athens beat and insulted an asylum-seeker from Guinea who was trying to receive the 90 euros allocated to refugees by UNHCR. The police officers arrested him using excessive force, holding him down on the pavement and kicking his leg on a pre-existing injury from torture and punching him on the face and back. When he requested to go to hospital they said ""Die here, not in hospital"" and ""Black go back to your country"".",0,1553853272,GRC
5102173,804,UKR16586,16586,"26 February 2019",2019,1,Protests,"Protest with intervention","Protesters (Ukraine)",,6,"Police Forces of Ukraine (2014-)",,1,16,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Human Rights Information Centre",National,"On 26 February, activists held a demonstration [size= no report] near a seaport in Odessa demanding an effective investigation into the murder of Kateryna Hanzyuk. Two of the activists were arrested and soon released.",0,1553853296,UKR
5084566,643,RUS1764,1764,"14 February 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","Police Forces of Russia (2000-)",,1,"Civilians (Tajikistan)","NAT: National Alliance of Tajikistan",7,17,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,2,"BBC Monitoring",International,"On February 14, 2019, Sharofiddin Gadoyev, a Tajik opposition politician and deputy leader of the National Alliance of Tajikistan, was reportedly abducted in Moscow while meeting with Russian security officials and transported to Tajikistan against his will. Tajik authorities released a statement that Gadoyev returned to Tajikistan of his own free will, but on February 20 NAT released a pre-recorded statement of Gadoyev stating that he had no intentions of returning to Tajikistan and that the video is a precaution to be released on an event of his death or disappearance.",0,1553853275,RUS
5536255,643,RUS1689,1689,"01 February 2019",2019,1,"Violence against civilians",Attack,"Police Forces of Russia (2000-)",,1,"Civilians (Russia)","NO: People's Defence",7,17,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Meduza; Interfax; Kommersant; Avtonom.ru; RFE/RL; OVD Info",National-International,"On Friday, February 1, 2019, Moscow police detained at least 6 individuals thought to be members of various anarchist groups, including People's Defence (Narodnaya Oborona). Some of the detained are allegedly suspected of planting a fake bomb in Balashiha. 5 of the detainees were later released, but the remaining one, Azat Miftahov, a student at MGU, was being held without access to a lawyer and was being tortured in detention. The released detainees also reported being tortured.",0,1561483035,RUS
5537916,804,UKR14808,14808,"15 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Ukraine)",,5,"Police Forces of Ukraine (2014-)",,1,15,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Ukraine General Newswire; Interfax; Dumskaya; Liveuamap; Ukrayinska Pravda; OSCE SMM-Ukraine",Other-Subnational,"On Jan. 15 2019, up to 30 people gathered outside of the Consulate General of the Russian Federation in Odessa, Ukraine, to express support of Ukrainian Navy servicemen detained by Russia. Two people were arrested after the protesters began to splash red paint near the building.",0,1561483059,UKR
5084438,643,RUS1636,1636,"09 January 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Russia)",,3,"Civilians (Russia)","KPRF: Communist Party of the Russian Federation",7,37,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,2,Meduza,National,"On Wednesday, January 9, 2019, unknown assailants assaulted Kirill Chirkin, a municipal deputy of the Lomonosov district from KPRF. Chirkin didn't report any major injuries as a result of the attack.",0,1553853275,RUS
5537802,804,UKR14115,14115,"25 December 2018",2018,1,Protests,"Protest with intervention","Protesters (Ukraine)","AutoMaidan; National Corps Party",6,"Police Forces of Ukraine (2014-)",,1,16,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Hromadske Radio; Novyny; Liveuamap",Other-National,"On Dec. 25 2018, local residents, AutoMaidan activists and members of National Corps gathered near a World War II memorial in Odessa, Ukraine, and dismantled a construction fence there claiming it was erected illegally. Three people were detained, including the leader of the Odessa AutoMaidan Vitalii Ustymenko.",0,1561483059,UKR
5536213,643,RUS1550,1550,"03 December 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Russia)",,3,"Civilians (Russia)",Alternativa,7,37,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,3,"RFE/RL; Meduza",National-International,"On Monday, December 3, an unknown assailant attacked and stabbed Oleg Melnikov - the founder of Alternativa, a movement against modern slavery near his residence in the Moscow region. Melnikov was stabbed 3 times but didn't sustain major injuries and left the hospital that same day.",0,1561483035,RUS
5535619,300,GRC290,290,"29 November 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)","Students (Greece)",5,"Police Forces of Greece (2015-)",,1,15,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"AP; Ekathimerini",National-International,"On Nov. 29, 2018: Around 100 students, after demonstrating against the name deal between Greece and Macedonia, threw stones at police, who fired tear gas to disperse them. Four rioters, all minors, were arrested for public disturbance.",0,1561483030,GRC
5098511,804,UKR12924,12924,"29 November 2018",2018,1,"Violence against civilians",Attack,"Military Forces of Ukraine (2014-)",,1,"Civilians (Ukraine)","Journalists (Ukraine)",7,17,Europe,Ukraine,"Kiev City",Kiev,,Kiev,50.4496,30.5224,1,"Ukraine General Newswire",Regional,"On Nov. 29 2018, after the arrest of the Ukrainian blogger Oleksandr Baraboshko in Kiev, Ukraine, members of the military prosecutor's office inflicted light bodily injuries on him and tried to obtain evidence by force.",0,1553853291,UKR
5537367,804,UKR12790,12790,"26 November 2018",2018,1,Riots,"Violent demonstration","Rioters (Ukraine)",,5,,,0,50,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Deutsche Welle; OSCE SMM-Ukraine; Liveuamap",Other-National,"On Nov. 26 2018, about 100 protesters gathered in front of the building of the Consulate-General of the Russian Federation, some of whom threw fire crackers at the building in Odessa. They protested against Russian aggression on Ukrainian navy vessels in Kerch Strait.",0,1561483052,UKR
5537345,804,UKR12717,12717,"25 November 2018",2018,2,Riots,"Violent demonstration","Rioters (Ukraine)","National Corps Party",5,,,0,50,Europe,Ukraine,"Kiev City",Kiev,,Kiev,50.4496,30.5224,1,"Sputnik News Service; Interfax; ITAR-TASS; Liveuamap; AP; OSCE SMM-Ukraine; RFE/RL; Deutsche Welle",Other-National,"On Nov. 25-26 2018, about 300 rioters gathered in front of the Russian Embassy in Kiev protesting against Russian aggression on Ukrainian navy vessels in Kerch Strait. Rioters deployed smoke bombs at the Embassy, fired flares and lit a diplomatic vehicle on fire.",0,1561483052,UKR
5537298,804,UKR12563,12563,"21 November 2018",2018,1,Riots,"Violent demonstration","Rioters (Ukraine)",,5,"Police Forces of Ukraine (2014-) Security Service of Ukraine",,1,15,Europe,Ukraine,"Kiev City",Kiev,,Kiev,50.4496,30.5224,1,"Interfax; Ukrainian News Agency",National-Regional,"On Nov. 21 2018, several people were detained in Kiev's Independence Square overnight as they protested against the planned opening of a KFC restaurant in the building that hosted the Euromaidan HQ and burnt out when riot police stormed it in 2014. The protesters insisted that the location for the restaurant was ""inappropriate"". Police arrived and started detaining people for hooliganism. Law enforcers used tear gas and batons when the protesters resisted.",0,1561483052,UKR
5537257,804,UKR12430,12430,"18 November 2018",2018,1,Protests,"Protest with intervention","Protesters (Ukraine)","Journalists (International); LGBT (Ukraine)",6,"Rioters (Ukraine)",,5,56,Europe,Ukraine,"Kiev City",Kiev,,Kiev,50.4496,30.5224,1,"ITAR-TASS; Liveuamap; AFP; Human Rights Information Centre; RFE/RL",Other-National,"On Nov. 18 2018, about 40 representatives of LGBT rights activists were forced to cancel a demonstration in Shevchenko Park in Kyiv after far-fight counterdemonstrators assaulted several protesters and attacked a Canadian journalist trying to cover the event. Two women attacked with pepper spray were given first aid at the scene.",0,1561483052,UKR
5206432,643,RUS1487,1487,"08 November 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Russia)",,3,"Civilians (Russia)","LGBT (Russia)",7,37,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Nastoyashee Vremya",International,"On 08 November 2018, an unidentified individual sprayed gas at the face of volunteers participating in the organisation of a conference about LGBT+ families and unions in Moscow.",0,1559160534,RUS
5198691,300,GRC262,262,"06 November 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)","LGBT (Greece)",5,,,0,50,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,Ekathimerini,National,"On Nov. 6, 2018: Unknown individuals vandalized a bank branch as a demonstration at the death of Zak Kostopoulos, an LGBTQ activist who died in October after being attacked by a jewellery store owner and another man in downtown Athens. The assailants spray-painted slogans about Kostopoulos, shattered the windows and destroyed an ATM.",0,1559160369,GRC
5536178,643,RUS1448,1448,"28 October 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","SERB: South East Radical Block",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Meduza; TV Rain; AP; AFP; RFE/RL; Novaya Gazeta; OVD Info",National-International,"On Sunday, October 28 around 200 protesters took part in an unauthorized rally in Moscow opposing the arrests of the activists arrested in the ""Novoe Velichiye"" and ""Set'"" cases for allegedly belonging to an extremist group. Between 18 and 50 protesters were detained by local police. Some SERB members were reportedly involved.",0,1561483035,RUS
5107504,643,RUS2030,2030,"28 October 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)",,6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,Znak,National,"On 28 October, an unauthorized rally 'For our and your children' [size=no report] was held in front of the Federal Security Service building in Moscow, organized by the parents and supporters of the defendants in the criminal cases ""Novogo Velichiya"" and ""Seti"". 14 people were detained as they marched in the center of Moscow. No clashes were reported.",0,1554214123,RUS
5536166,643,RUS1407,1407,"13 October 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Timeless Protest; Labour Group (Russia)",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info",National,"On Saturday, October 13th Moscow police detained two at a silent protest organized by the Timeless Protest movement opposing the proposed pensions reform.",0,1561483035,RUS
5536158,643,RUS1378,1378,"07 October 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)",Vesna,6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"BBC Monitoring; OVD Info",National-International,"On 07 October 2018, 3 members of the youth movement ""Vesna"" were detained and questioned by Moscow police during an authorized protest action timed to coincide with Vladimir Putin's birthday on the same day.",0,1561483035,RUS
5084154,643,RUS1352,1352,"01 October 2018",2018,1,"Violence against civilians",Attack,"Police Forces of Russia (2000-)",,1,"Civilians (Russia)",,7,17,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,RFE/RL,International,"On 01 October 2018, two police officers off duty shot a passer-by in Moscow after the later made a comment on the behaviour of the police officers who were shooting in the air.",0,1553853275,RUS
5542844,804,UKR9787,9787,"24 September 2018",2018,1,Riots,"Mob violence","Rioters (Ukraine)","Vigilante Group (Ukraine); Far Right Group (Ukraine)",5,"Civilians (Ukraine)","Black Flag",7,57,Europe,Ukraine,Lviv,"Lviv Municipality",,Lviv,49.8407,24.0305,1,"UA:Pershiy; Human Rights Information Centre",National,"On 24 September 2018 in Lviv, 20-far right vigilantes armed with bats and knifes attacked a group of 4 anarchists from Black Flag organisation. 4 were injured and hospitalized.",0,1561483109,UKR
5084119,643,RUS1317,1317,"23 September 2018",2018,1,Riots,"Violent demonstration","Police Forces of Russia (2000-)",,1,"Rioters (Russia)","OR: The Other Russia",5,15,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info",National,"On 23 September, 2018, seven members of Other Russia were detained during a demonstration against the oil-chemical plant. The demonstrators put some fireworks and threw smoke grenades at the plant.",0,1553853275,RUS
5084120,643,RUS1318,1318,"23 September 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Timeless Protest; Labour Group (Russia)",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info",National,"On 23 September, 2018, in total four participants of Bessrochny Protest were detained in Moscow. Bessrochny Protest is held in many cities across Russia following anti-pension reform protests of September 9. The protesters rally against the pension reforms and Government in general.",0,1553853275,RUS
5084091,643,RUS1289,1289,"22 September 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Timeless Protest; Labour Group (Russia)",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"Novaya Gazeta",National,"On 22 September, 2018, several protesters of Bessrochny Protest were detained in Moscow. Bessrochny Protest is taking place across many cities in Moscow, following the anti-pension reform protests.",0,1553853275,RUS
5542801,804,UKR9706,9706,"22 September 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Ukraine)",,3,"Civilians (Ukraine)","People's Will Party",7,37,Europe,Ukraine,Odessa,"Odessa Municipality",,Odessa,46.4639,30.7386,1,"Insider; UA:Pershiy; Liveuamap; Human Rights Information Centre",Other-National,"On 22 September 2018 at 21:30, in Odessa, an unidentified armed man shot prominent activist Oleg Mykhailik. Oleg heads local branch of People's Will Party.",0,1561483108,UKR
5535590,300,GRC225,225,"18 September 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)",,5,"Police Forces of Greece (2015-)",,1,15,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"Greek Reporter; Xinhua; AP",International,"On Sept. 18, 2018: Anti-fascist groups organized a demonstration in Athens to mark the five-year anniversary of the killing of musician Pavlos Fyssas by a far-right party Golden Dawn supporter. Demonstrators marched from the site where the killing took place to Golden Dawn's offices. Minor scuffles occurred when hooded demonstrators threw rocks at riot policemen who responded by using tear gas.",0,1561483030,GRC
5535588,300,GRC223,223,"17 September 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)",Rouvikonas,5,"Police Forces of Greece (2015-)",,1,15,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"AFP; Greek Reporter; Ekathimerini",National-Regional,"On Sept. 17, 2018: An anarchist group of about 10 people attacked the Iranian embassy in Athens, smashing windows and throwing red paint in the courtyard demonstrating against Tehran's treatment of its Kurdish population. The attack was later claimed by Rouvikonas. The police officer on guard duty at the time of the attack was put under investigation for his handling of the incident, as video footage revealed he did not protect the embassy and was not dressed in his uniform.",0,1561483030,GRC
5535589,300,GRC224,224,"17 September 2018",2018,1,Riots,"Violent demonstration","Rioters (Greece)",Rouvikonas,5,"Civilians (Greece)","Government of Iran (1989-)",7,57,Europe,Greece,Attica,Athens,"Central Athens",Athens,37.9833,23.7333,1,"AFP; Greek Reporter; Ekathimerini",National-Regional,"On Sept. 17, 2018: An anarchist group of about 10 people attacked the Iranian embassy in Athens, smashing windows and throwing red paint in the courtyard in protest at Tehran's treatment of its Kurdish population. The attack was later claimed by Rouvikonas. The police officer on guard duty at the time of the attack was put under investigation for his handling of the incident, as video footage revealed he did not protect the embassy and was not dressed in his uniform.",0,1561483030,GRC
5084037,643,RUS1235,1235,"16 September 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Timeless Protest",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info",National,"On 16 September, 2018, 5 protesters of Bessrochny Protest were detained in Moscow. Another 10 were reported detained at another location in Moscow.",0,1553853275,RUS
5084022,643,RUS1220,1220,"12 September 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)",,6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info",National,"On 12 September, 2018, few protesters of Besrochny Protest in Moscow were detained",0,1553853275,RUS
5084016,643,RUS1214,1214,"11 September 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Timeless Protest",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info",National,"On 11 September, 2018, few protesters of Besrochny Protest in Moscow were detained",0,1553853274,RUS
5084015,643,RUS1213,1213,"10 September 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Labour Group (Russia)",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,AP,International,"On 10 September, protesters tried to hold another rally in Moscow against pension reforms, but were prevented by the police",0,1553853274,RUS
5083985,643,RUS1183,1183,"09 September 2018",2018,1,Protests,"Protest with intervention","Protesters (Russia)","Labour Group (Russia)",6,"Police Forces of Russia (2000-)",,1,16,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"OVD Info; AP",National-International,"On 9 September 2018, protest against pension reform was held in Moscow, which reportedly ended up in detention of up to 50 people. Additionally, two men were charged with assailing police.",0,1553853274,RUS
5083951,643,RUS1149,1149,"07 September 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Russia)","Lev Protiv",3,"Civilians (Russia)",,7,37,Europe,Russia,Moscow,"Moscow Municipality",,Moscow,55.7522,37.6156,1,"360 TV",National,"On Sept. 7, 2018: Members of the activist group against drinking alcohol in public places Lev Protiv beat up several people, who they assumed had been drinking. The incident was reported by a woman, who said some of the civilians were disabled and all of them seemed sober. A friend of a disabled person who was among the assaulted group also said that Lev Protiv exercised violence against disabled people.",0,1553853274,RUS
